,twitts,sentiment
391,is trying to find people she knows on twitter...quite unsuccessfully...how come nobody twitters? ,0
392,so excited for the new JB album ,1
393,"@NeazMH Bummer.  Still, I think the key is to find an instructor who can work with you, as well as start working out in private at home.",0
394,The only good thing about tonight was an oreo cookout shake...back to studying for my exam tomorrow ,0
395,@tweetygurl75 The Twilight books are amazing  Are you enjoying so far? Hope so xx,1
396,"Bought ANOTHER bloody Rover, must be mad!  - http://mobypicture.com/?ucbqp4",1
397,should have learned something for english.. but didn't do it ,0
398,Headed to DC for the weekend and then off to NYC!!!! Can't wait to see my bff!!!!  ,1
399,@juicyjade you know you love it! ,1
400,@Bellarrr http://twitpic.com/3pfsn - AWWWWH  /steals,1
401,Are you on myspace? Add me: http://www.myspace.com/crochetinghands I love new friendships. ,1
402,Whoopsy daisy!!! Not good  http://twitpic.com/6tsrs,0
403,@pinchejuan1 I'll accept you ,1
404,I got laughed at for requesting july 15 off work to see harry potter: hbp.  i &lt;3 harry potter &amp; this is going is be the best one yet.,0
405,@TheRell sorry late tweet =/ my phones been messing up...good day to you too love ,1
406,@johnnnaa yeah. real soon! ,1
407,@lalalara74 u right about the stankface... I second that fo sho ,0
408,Paying bills and doing housework.....and eating cake ,1
409,home alone! Cyndi took Bella to a bday party and I have nothing to do! Anyone wanna hang out? ,0
410,I'm sick with a bad cold or some sort of bronchitis ,0
411,How sad  Britney Remembers the Late Ed McMahon http://bit.ly/92usV,0
412,REALLY WISHIN i was in Cali.  1. For Taco Shop is San Diego (YUM!) and 2. For the Jay-Z/Eminem show is LA. (Sighh),0
413,@hothotpotato I can't drive  haha. I can't see it happening to be honest.,0
414,I feel like all I've done today is cook/clean. I miss my baby even though he's been w/ me all day.  &amp; I'm so tired. Diapers are put away!,0
415,"@mcawilliams noooooo, the worldwide photowalk is the same date as the wedding I'm photographing ",0
416,@lisuhh hoee! follllow me  ive only got 2 folllowers and thats quit embarasssing,1
417,@kaytee8 LOL. kdramas can be soo time consuming to fangirl. dont have that luxury anymore. ,0
418,"Goodnight World, Get Ready to &quot;Get It Done Today!&quot;....soon  Can't wait to share this with you!",1
419,Off to get some lunch ,1
420,i hate not being able 2 sleep. i couldnt sleep until 8am ,0
421,Tonight it's Arj Barker. I'm getting used to going out every other night. What will I do when #MICF ends...? Jazz Festival! ,1
422,@martinfaux He certainly gives good interview ,1
423,"doing my assignment,geez..  ",0
424,nobody ever replys to my tweets. lmaoo; i guess i must be borinng ,1
425,@SkelIy  yes    i know shame on me,0
426,Packing is the worst... ,0
427,23 Days Til My Hols!!  Cant wait ,1
428,simera to apogevmataki FREE HUGS..ermou k 8isio.. ,1
429,my toes are cold. ,0
430,@SisterDiane What a fantastic weekend. Thanks for taking time to hang and chat with me!!!! Stay gold ,1
431,"trying to change for bad habit of my students...that is, coming late and absence without notice..  ë´ìê³¼ ìì?´ë¤ì? ì ì?! ",0
432,@ginology awwwwwwwwwww you don't have to do that! That is so sweet! Not sure how i would autograph it  You could send it to me...,1
433,"@supercopygurl lol heavy night I wish - no, woke up with full on flu  super-grumpy but getting meds today so I can kill it quick!",0
434,@rustyrockets et's genitals are in his magic glowing finger ,1
435,@daijamae Hiya Hun!! Been great ta as been off on leave all week - not looking forward to going back to work tomorrow  How's you?,0
436,@marquis66  Much love coming your way.,0
437,@NadavS Cant wait to do some of those things ,1
438,@rdroyce Praise God for good teaching; praying for protection/health in heat/dust --helps to use a cloth over mouth/face on the bikes  gbu,1
439,Is going to Philadelphia tomorrow. Airport at 445 am. ,0
440,relaxing today. out with rachel later ,1
441,@Durf lolol... sad but true. Not really my style though  I'll just grumble about it or use Outlook under Fusion.,1
442,@austrolatrish what door? ,0
443,"I'll go Skate Boarding Down My House!  But...I'm sad, One person isn't with me now! s2  ",0
444,Waiting for kodak to open so I can get pics for my US student visa. I'm gonna be late  hate this visa thing. SUCKS,0
445,EVERYONE WHO HELPED ME OUT WIT THE CONTEST LAST WEKK RETWEET THAT ISH ,1
446,@sassyminidolls Thank you.  We do love our critters eh?  . . . and here I was prepared for the worst. I shipped you package yesterday. ,1
447,"I think I pulled a muscle in my ankle, great more ice ",0
448,I'm the only one wearing pants today! ,1
449,think my puter has a virus ,0
450,with my bff. ,1
451,@ky13w4yn3: I miss him too! I can no longer look at Popcorn the same... ,0
452,cash moneyz? ,0
453,Could do with food. Shannon and sean don't seem like eating soon. Fail ,0
454,@rebeccashearing You are welcome my dear ! ,1
455,"if i am nice to people, will they be nice back? or will i get a metaphorical slap in the face? stress in the air. bad. ",0
456,@JTrueblood1 LMA0 slu is slacking!! like fa reallll ...the classes don`T seem to pertain to anything at MiZZ0U ..DAMN PRiVATE SCH00L! ,0
457,Am I following real Leona Lewis... check it out 4 me ,1
458,@knitpurlgurl Would you be shocked to learn that isnt true  #oscarmayer #bluebox,1
459,Time to get ready for bed.  Got to get up and go to work tomorrow! ,0
460,@DNiCESEOUL lOl cause i know you bestfriend. i KNOW you. ,1
461,@piping_hot What is it with dentist/orthodontists and teeth this week?  ,1
462,Christ alone can bring lasting peace - peace with God - peace among men and nations - and peace within our hearts. Billy Graham ,1
463,@wuvie i wish that your drive could have been better.  But how was the cook-off?  sorry i couldn't make it ,0
464,@danluvisiart Whoa that's alot considering that you always detail your work like there is no tomorrow! ,1
465,"@dalerankine well, so I can take a vacation !!! ",1
466,@Jojo_feat awwwww the video ,1
467,@bimbler  well at least its not beautiful sunshine and stuck in traffic,0
468,@tdangkhoa Ã  hÃ¡... ... but I'm jobless now ,0
469,Super awesome ikea trip. But didn't have time to get the hammock ,0
470,@joeymcintyre SEXY pic!  keep em coming!! ,1
471,@Couture1985 Did you get to watch it? I missed it ,0
472,is bored outta my mind.... my psp charger broke.... can't charge and play..... ,0
473,still studyingggg  i hate econ.,0
474,@DearJannellynn Why don't you think you can go? ,0
475,@Jessbfoo why by yourselfs? PICK ME UPS! I has no wheels. ,0
476,@ScotRadcliffe Will do ,1
477,Oh no! Epic fail on Beef burgundy with horseradish dumplings.  They  were like little white turds in an otherwise respectable casserole ,0
478,@athugspassion Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
479,"I can't sleep. Between my son having nightmares  poor baby, and my allergies kickin my buttocks, I.....yep, you guessed it....can't sleep.",0
480,"@thefreezepop It's really windy and rainy and shit here, but I have to get out of this room. I kinda need to get out of the uni too ",0
481,having cup of tea weather not to good ,0
482,"just got home. Had to pay for my own ticket, bleh. Ah, well. More disappointed about not getting anything from my parents. ",0
483,Got my MacBook back! ,1
484,Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls ,0
485,@dannywood I thimk you were working on those muscles we love so much. ,1
486,Gloria got a copy of her video...but not from the person who stole it. UGH LEV stole a lot of things from me ,0
487,"@lindarr Definitely take some time to pray. For some reason, it always works! ",1
488,@Dannymcfly it waaaaaaas peeeeeeeeeeeeeerfect dannnnnny  hahaha love you,0
489,Who wants to talk platform? I'll be on here from 11 - 12 a.m. today if anyone wants to shoot the platform breeze. ,1
490,@rjbishere yes it seems thats all i do ,0
491,I'm home!!!!! Gonna take a much needed shower. Chat with you in a bit ,1
492,"@Partly_Cloudi oh darn, too late. Your man was on all in a white suit looking good ",1
493,@wikipeteia i enjoy twirly bits.    email me details and I can maybe do something up.  sarahnoid at gmail,1
494,I'm thinking the only thing more bullshit than an eigth grade graduation is that apparently my eyes see different colors ,0
495,@DinoGoesRawr they were supposed 2 b coming.. thats wat the radio said.. ,0
496,Still haven't heard anything  Contact me already!,0
497,Shout out to everyone who showed love like y'all sure know how to make a girl feel loved ,1
498, grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.,0
499,@chrisreinhard screenshots? can't give you any other kind of preview - you'd need VPN access  ...ya wanna?,0
500,@PaulRandal Twitpic = 502 Bad Gateway ,0
501,watching mean girls and eating candy ,1
502,@katevandervoort Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
503,@Mariahfan4eva yeaahh  !! oh lamb... IÂ´m so excited for today... canÂ´t WAIT!!!,1
504,@Bonedwarf just sort by file type and select the block you want ..... tis easy ,1
505,i want my phoneee back  gaaah.,0
506,"hi everyone! good morning  drinking my redbull, preparing to blog",1
507,@KennyEliasson Oh rly!? That sux! Switch to Thunderbird/IMAP and everything works like a charm ,1
508,Awww Hey Shooter tyvvvm . Thats my only rose that bloomed so far this year  Not to Worry I will bring the Kitties back soon Enough . Hugs,1
509,"@frodjo no it's boa tarde, as i get bck from work now=D  i'm in the middle of my day  well bom dia to you though",1
510,@EuropeanBandit let ur friend that's moving to LDN to follow us to get most out of netwrking among LDN expats! we'r here to help! cheers! ,1
511,@lu_lu ZOMG is @RichardGiles on something? ,1
512,@handgunsandemos keep an eye out for me. this new one costs $200 ,0
513,"just had yoga with my mummy..... was good, my boobs suffocated me in our shoulder stand though ",0
514,@TaoKahn lol. it's magic! PSL is crazy enough without 3 ppl in car and me going the wrong right/left. over and over. u-turn party ,0
515,way too early ,0
516,"@CHRISDJMOYLES morning Chris, have alook at this  -  http://tinyurl.com/lsrh3k - u will love it!",1
517,"@xXKittenxXx yea, Im a broke ass and cant make it unfortunately.. ",0
518,"*Keeping Cook and his family in my prayers.. Gosh, why in the world did that happen?  So unfortunate...",0
519,Just finished some exercise now I CAN lie out  I love not being in tech,1
520,i really want to go to the zoo today... ,1
521,"@Akelaa So far, Q and Dr. McCoy have been the most vocal.  Disgusting and gross were the terms they used.  ",0
522,"kicking back with the fire going, watching Labyrinth... oh yeah ",1
523,"is physically exhausted, but must finish the paintin ",0
524,won a bunch of tickets at boomers   LA-LA-LA-LAVA LAMP!!!!,1
525,"@deeped I like &quot;twitteratia&quot;  Agree, logging off again after a quick mobile twitter visit.",1
526,everyone's in Virginia/Ohio all week. ,0
527,"I'm mad, I erased all the pics in my camera by mistake! ",0
528,My #ziggo internet connection did go down again for a minute ,0
529,@mostazzza Im sorry I've failed you ,0
530,"@Ms_Cute No i dont know owt, noone tells me anything anymore im an outcast  aww i hope your feeling better and heres a long distance hug x",0
531,@Ceedee LOL Chris!!  Tell them that's the new policy.  Maybe they'll abide by it. ,1
532,gonna go to the signing party tonight and then geography ,0
533,at this skatepark in a mall in georgia. this is lame ,0
534,"@MariaLKanellis I'm very jealous,I live in the country miles away from a beach ",0
535,&quot;Hey biggie. biggie!&quot; lol. I had a sudden urge to be in the mustang. ,1
536,"started to congratulate all my relative-moms, only to find out that mother's day is actually next sunday ",1
537,Listening to Mitchel Musso and making a B-Day Present ,1
538,@BBWPornAwards Thank you so much! ,1
539,I'm back (on Twitter)!  Just had an amazing week on the Andaman Islands ,1
540,"savin CDs for later, not enough time right now ",0
541,@MissKatieJonas None  i have to pay. How's Miley world going?,0
542,"why are these homework so hard? but have to do it so that I can read Breaking Dawn, ",1
543,doh!... you know what i'm talking about ,0
544,"@Wimbledon it was horrible to watch, poor anne ",0
545,@mrallenakaneo its 30 away  and i havent gotten any new followers since friday...guess thats what i get for shuttin my damn mouth,0
